year,season,scheme,state,district.farmerCount,district.application.loanee,district.nonLoanee,district.areaInsured (th.ha),district.sumInsured (lac.),district.farmerShare (lac.),district.goiShare (lac.),district.stateShare (lac.),district.gender.male (%),district.gender.female (%),district.gender.transgender (%),district.category.sc (%),district.category.st (%),district.category.obc (%),district.category.gen (%),district.type.marginal (%),district.type.small (%),district.type.other (%),district.iuCount,district.updatedAt,district.districtName,district.districtCode,district.scheme,district.grossPremium (lac.),district.nextLevelParams
2018,Kharif,WBCIS,ANDHRA PRADESH,530381,554393.0,260,898.02,427253.53,8589.3,23135.37,23135.37,67.99,31.96,0.05,7.15,3.58,54.0,35.27,15.21,64.6,20.19,63,11-02-2023 01:02 AM,Anantapur,553,02,54860.04,levelCode=553&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,32478,20405.0,13573,27.45,19028.48,666.72,428.02,428.02,75.3,24.67,0.03,5.09,1.85,34.3,58.76,12.79,75.58,11.63,57,11-02-2023 01:02 AM,Chittoor,554,02,1522.76,levelCode=554&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,80,92.0,0,0.2,121.44,6.07,1.82,1.82,65.22,34.78,0.0,0.0,0.0,8.7,91.3,8.7,23.91,67.39,18,11-02-2023 01:02 AM,East Godavari,545,02,9.71,levelCode=545&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,10077,10171.0,821,8.24,11767.03,588.35,199.32,199.32,71.22,28.68,0.1,3.27,3.05,48.28,45.4,12.62,74.09,13.29,53,11-02-2023 01:02 AM,Guntur,548,02,986.99,levelCode=548&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,97,98.0,0,0.12,164.42,8.22,4.11,4.11,63.27,36.73,0.0,2.04,0.0,47.96,50.0,40.82,44.9,14.28,6,11-02-2023 01:02 AM,Krishna,547,02,16.44,levelCode=547&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,53833,53193.0,2075,94.16,42385.75,848.78,1906.47,1906.47,73.03,26.85,0.12,6.22,2.96,55.17,35.65,17.21,64.21,18.58,48,11-02-2023 01:02 AM,Kurnool,552,02,4661.72,levelCode=552&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,3599,1139.0,2703,3.01,2825.57,141.28,29.69,29.69,73.92,26.08,0.0,3.33,0.57,26.34,69.76,13.59,79.98,6.43,47,11-02-2023 01:02 AM,Prakasam,549,02,200.66,levelCode=549&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,308,319.0,6,0.6,482.25,24.11,7.23,7.23,70.46,29.54,0.0,2.77,0.0,25.85,71.38,16.62,51.08,32.3,19,11-02-2023 01:02 AM,West Godavari,546,02,38.57,levelCode=546&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,ANDHRA PRADESH,91805,94943.0,545,129.97,65194.43,1317.89,3130.11,3130.11,68.48,31.48,0.04,4.53,1.51,30.02,63.94,15.0,68.78,16.22,42,11-02-2023 01:02 AM,Y.S.R.,551,02,7578.11,levelCode=551&levelNo=3&stateCode=28&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,238,39.0,312,0.19,143.58,7.18,13.71,13.71,86.89,13.11,0.0,3.7,17.95,67.24,11.11,5.13,84.33,10.54,7,11-02-2023 01:02 AM,Balod,904,02,34.6,levelCode=904&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,222,11.0,280,0.06,47.42,2.37,4.74,4.74,90.03,9.97,-0.0,13.75,18.56,51.89,15.8,1.03,92.44,6.53,12,11-02-2023 01:02 AM,Baloda Bazar,905,02,11.85,levelCode=905&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,215,6.0,326,0.03,22.27,1.11,1.96,1.96,89.16,10.24,0.6,0.6,62.35,13.25,23.8,3.61,93.98,2.41,8,11-02-2023 01:02 AM,Balrampur,906,02,5.03,levelCode=906&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,182,71.0,148,0.23,169.22,8.46,19.02,19.02,93.15,6.85,-0.0,3.65,49.32,21.92,25.11,1.37,66.67,31.96,12,11-02-2023 01:02 AM,Bastar,414,02,46.5,levelCode=414&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,503,574.0,50,1.11,753.5,37.68,76.47,76.47,90.38,9.46,0.16,2.56,3.37,67.47,26.6,10.26,26.92,62.82,9,11-02-2023 01:02 AM,Bemetara,907,02,190.62,levelCode=907&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,16,0.0,21,0.0,2.3,0.115,0.338,0.338,100.0,0.0,0.0,0.0,14.29,71.43,14.28,14.29,76.19,9.52,1,11-02-2023 01:02 AM,Bijapur,417,02,0.79,levelCode=417&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,243,72.0,232,0.16,155.55,7.78,13.16,13.16,90.46,9.54,0.0,6.25,35.86,27.3,30.59,2.63,78.29,19.08,12,11-02-2023 01:02 AM,Bilaspur,406,02,34.1,levelCode=406&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,110,1.0,216,0.06,62.48,3.12,6.13,6.13,93.55,6.45,0.0,0.46,77.88,13.82,7.84,8.29,85.25,6.46,7,11-02-2023 01:02 AM,Dakshin Bastar Dantewada,416,02,15.38,levelCode=416&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,121,12.0,155,0.05,42.87,2.14,4.15,4.15,91.62,8.38,-0.0,2.4,7.78,86.83,2.99,1.8,91.62,6.58,20,11-02-2023 01:02 AM,Dhamtari,412,02,10.44,levelCode=412&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,787,766.0,105,1.27,818.99,40.95,77.99,77.99,85.65,14.35,-0.0,3.56,1.03,68.77,26.64,13.32,46.15,40.53,11,11-02-2023 01:02 AM,Durg,409,02,196.93,levelCode=409&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,149,12.0,173,0.08,62.17,3.11,7.64,7.64,92.43,7.57,-0.0,1.62,45.95,45.41,7.02,5.41,88.65,5.94,10,11-02-2023 01:02 AM,Gariyaband,908,02,18.39,levelCode=908&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,96,49.0,91,0.07,57.72,2.89,6.06,6.06,92.86,7.14,0.0,10.71,15.0,56.43,17.86,0.0,65.71,34.29,24,11-02-2023 01:02 AM,Janjgir - Champa,405,02,15.01,levelCode=405&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,39,0.0,44,0.01,6.17,0.3084,0.9264,0.9264,100.0,0.0,0.0,2.27,61.36,27.27,9.1,2.27,97.73,0.0,4,11-02-2023 01:02 AM,Jashpur,402,02,2.16,levelCode=402&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,324,152.0,278,0.48,1004.12,50.21,286.22,286.22,96.05,3.95,0.0,3.02,3.02,78.37,15.59,8.6,68.37,23.03,27,11-02-2023 01:02 AM,Kabeerdham,407,02,622.65,levelCode=407&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,42,14.0,33,0.03,23.4,1.17,3.14,3.14,95.74,4.26,0.0,0.0,55.32,31.91,12.77,0.0,78.72,21.28,13,11-02-2023 01:02 AM,Kondagaon,909,02,7.45,levelCode=909&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,411,5.0,570,0.19,120.37,6.02,19.06,19.06,91.48,8.52,-0.0,4.7,59.83,30.43,5.04,1.39,97.91,0.7,29,11-02-2023 01:02 AM,Korba,404,02,44.14,levelCode=404&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,299,0.0,384,0.08,62.1,3.11,6.6,6.6,94.53,5.47,-0.0,1.82,62.5,30.73,4.95,1.82,94.27,3.91,8,11-02-2023 01:02 AM,Koriya,400,02,16.31,levelCode=400&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,31,29.0,15,0.1,99.43,4.97,9.28,9.28,81.82,18.18,0.0,0.0,9.09,54.55,36.36,6.82,43.18,50.0,12,11-02-2023 01:02 AM,Mahasamund,411,02,23.53,levelCode=411&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,76,58.0,69,0.11,96.9,4.85,7.35,7.35,96.06,3.94,-0.0,16.54,3.94,42.52,37.0,0.79,54.33,44.88,5,11-02-2023 01:02 AM,Mungeli,910,02,19.55,levelCode=910&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,7,1.0,6,0.0,4.55,0.2275,0.4027,0.4027,100.0,0.0,0.0,0.0,57.14,42.86,0.0,0.0,100.0,0.0,1,11-02-2023 01:02 AM,Narayanpur,415,02,1.03,levelCode=415&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,168,41.0,186,0.09,57.83,2.89,8.11,8.11,88.55,11.45,0.0,1.76,13.22,73.13,11.89,1.76,81.94,16.3,13,11-02-2023 01:02 AM,Raigarh,403,02,19.11,levelCode=403&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,78,12.0,79,0.08,90.72,4.54,9.35,9.35,84.62,15.38,-0.0,9.89,4.4,54.95,30.76,10.99,83.52,5.49,24,11-02-2023 01:02 AM,Raipur,410,02,23.24,levelCode=410&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,1315,699.0,949,1.46,2224.41,111.22,599.72,599.72,90.72,9.28,0.0,2.49,10.92,70.15,16.44,6.31,64.5,29.19,20,11-02-2023 01:02 AM,Rajnandgaon,408,02,1310.66,levelCode=408&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,28,0.0,30,0.02,32.32,1.62,2.79,2.79,73.33,26.67,0.0,0.0,43.33,3.33,53.34,3.33,93.33,3.34,3,11-02-2023 01:02 AM,Sukma,911,02,7.2,levelCode=911&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,155,2.0,202,0.04,30.74,1.54,2.97,2.97,92.65,7.35,-0.0,3.92,54.9,29.9,11.28,0.49,95.1,4.41,9,11-02-2023 01:02 AM,Surajpur,912,02,7.48,levelCode=912&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,633,55.0,718,0.1,78.27,3.91,6.8,6.8,91.46,8.54,0.0,1.03,68.69,18.24,12.04,8.15,86.8,5.05,11,11-02-2023 01:02 AM,Surguja,401,02,17.51,levelCode=401&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,CHHATTISGARH,426,7.0,505,0.09,67.28,3.36,8.32,8.32,85.55,14.45,0.0,3.71,37.7,32.42,26.17,2.54,93.16,4.3,13,11-02-2023 01:02 AM,Uttar Bastar Kanker,413,02,20.0,levelCode=413&levelNo=3&stateCode=22&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,442,459.0,4,0.08,104.13,5.21,1.23,1.23,93.09,6.91,-0.0,7.78,1.3,3.02,87.9,10.15,89.85,0.0,3,11-02-2023 01:02 AM,Bilaspur,030,02,7.67,levelCode=030&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,59,60.0,0,0.01,3.85,0.1925,0.0129,0.0129,98.33,1.67,0.0,0.0,98.33,0.0,1.67,0.0,91.67,8.33,1,11-02-2023 01:02 AM,Chamba,023,02,0.22,levelCode=023&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,2,2.0,0,0.0,0.4,0.02,0.0127,0.0127,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2,11-02-2023 01:02 AM,Kangra,024,02,0.05,levelCode=024&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,73,0.0,87,0.02,20.22,1.01,0.8913,0.8913,95.4,4.6,-0.0,9.2,2.3,1.15,87.35,87.36,6.9,5.74,4,11-02-2023 01:02 AM,Kullu,026,02,2.79,levelCode=026&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,8,9.0,0,0.0,3.78,0.1892,0.0237,0.0237,100.0,0.0,0.0,0.0,0.0,0.0,100.0,22.22,77.78,0.0,3,11-02-2023 01:02 AM,Mandi,027,02,0.24,levelCode=027&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,1731,1734.0,0,0.2,197.21,9.86,7.41,7.41,92.68,7.27,0.05,13.03,0.17,5.25,81.55,41.75,58.13,0.12,9,11-02-2023 01:02 AM,Shimla,033,02,24.68,levelCode=033&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,1583,1610.0,35,0.25,259.0,12.95,4.44,4.44,94.65,5.35,-0.0,16.78,0.85,15.56,66.81,44.13,50.7,5.17,6,11-02-2023 01:02 AM,Sirmaur,032,02,21.83,levelCode=032&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,HIMACHAL PRADESH,5261,5576.0,45,0.86,887.9,44.4,26.17,26.17,93.47,6.49,0.04,10.94,0.87,16.35,71.84,49.3,47.23,3.47,5,11-02-2023 01:02 AM,Solan,031,02,96.74,levelCode=031&levelNo=3&stateCode=02&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,2048,1187.0,861,0.0,0.0378,0.0019,0.0036,0.0036,87.37,12.63,-0.0,1.52,0.51,36.04,61.93,11.62,57.07,31.31,440,14-04-2021 02:04 AM,Bagalkot,556,02,0.01,levelCode=556&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,594,567.0,27,0.0,0.006,0.0003,0.0009,0.0009,90.45,9.55,-0.0,4.52,56.28,12.56,26.64,4.04,9.09,86.87,367,14-04-2021 02:04 AM,Ballari,596497,02,0.0,levelCode=596497&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,4224,1632.0,2592,0.0,0.0804,0.004,0.0064,0.0064,90.4,9.6,-0.0,0.51,0.0,19.29,80.2,10.71,40.31,48.98,752,14-04-2021 02:04 AM,Belagavi,596498,02,0.02,levelCode=596498&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,327,179.0,148,0.0,0.0024,1e-04,0.0003,0.0003,83.84,16.16,-0.0,3.09,4.12,43.3,49.49,34.69,40.82,24.49,176,14-04-2021 02:04 AM,Bengaluru Rural,596499,02,0.0,levelCode=596499&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,76,37.0,39,0.0,0.0007,0.0,1e-04,1e-04,86.87,13.13,-0.0,0.0,0.0,21.21,78.79,25.51,59.18,15.31,130,14-04-2021 02:04 AM,Bengaluru Urban,596500,02,0.0,levelCode=596500&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,294,14.0,280,0.0,0.0009,0.0,1e-04,1e-04,89.95,10.05,-0.0,3.05,5.08,10.66,81.21,4.04,36.87,59.09,430,14-04-2021 02:04 AM,Bidar,558,02,0.0,levelCode=558&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,14-04-2021 02:04 AM,ChamarajNagar,596502,02,0.0,levelCode=596502&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,401,213.0,188,0.0,0.0051,0.0003,0.001,0.001,83.84,16.16,-0.0,2.02,0.0,13.13,84.85,35.71,36.73,27.56,93,14-04-2021 02:04 AM,Chikkaballapur,596503,02,0.0,levelCode=596503&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,16850,16083.0,767,0.01,0.0978,0.0049,0.0134,0.0134,91.96,8.04,0.0,0.5,0.0,9.05,90.45,18.09,19.1,62.81,605,14-04-2021 02:04 AM,Chikkamagaluru,596504,02,0.03,levelCode=596504&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,2587,2383.0,204,0.0,0.0276,0.0014,0.0059,0.0059,81.82,18.18,0.0,4.08,3.06,13.27,79.59,21.43,43.88,34.69,425,14-04-2021 02:04 AM,Chitradurga,566,02,0.01,levelCode=566&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,14979,14781.0,198,0.0,0.0581,0.0029,0.0099,0.0099,80.81,19.19,-0.0,0.0,2.04,23.47,74.49,36.73,50.0,13.27,477,14-04-2021 02:04 AM,DakshinaKannada,596506,02,0.02,levelCode=596506&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,7643,7292.0,351,0.01,0.0769,0.0038,0.0096,0.0096,67.34,32.66,0.0,1.01,0.51,3.54,94.94,11.11,45.96,42.93,393,14-04-2021 02:04 AM,Davangere,596507,02,0.02,levelCode=596507&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,6403,100.0,6303,0.01,0.0487,0.0024,0.0053,0.0053,90.4,9.6,-0.0,1.02,1.02,10.71,87.25,12.69,48.73,38.58,156,14-04-2021 02:04 AM,Dharwad,562,02,0.01,levelCode=562&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,75,1.0,74,0.0,0.0011,1e-04,1e-04,1e-04,92.93,7.07,-0.0,2.54,1.52,11.17,84.77,20.2,37.88,41.92,102,14-04-2021 02:04 AM,Gadag,561,02,0.0,levelCode=561&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,8430,6880.0,1550,0.01,0.038,0.0019,0.0095,0.0095,84.85,15.15,0.0,1.01,0.0,28.28,70.71,24.49,35.71,39.8,121,14-04-2021 02:04 AM,Hasan,596510,02,0.02,levelCode=596510&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,4683,540.0,4143,0.0,0.0364,0.0018,0.0048,0.0048,90.91,9.09,0.0,1.54,1.03,12.31,85.12,19.29,43.15,37.56,357,14-04-2021 02:04 AM,Haveri,564,02,0.01,levelCode=564&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,279,114.0,165,0.0,0.0021,1e-04,1e-04,1e-04,76.77,23.23,0.0,10.66,2.54,38.58,48.22,12.12,52.53,35.35,676,14-04-2021 02:04 AM,Kalaburgi,596512,02,0.0,levelCode=596512&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,2393,2193.0,200,0.0,0.008,0.0004,0.0004,0.0004,86.87,13.13,-0.0,0.0,0.0,15.31,84.69,22.22,43.43,34.35,165,14-04-2021 02:04 AM,Kodagu,576,02,0.0,levelCode=576&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,3677,230.0,3447,0.0,0.0192,0.001,0.0034,0.0034,83.84,16.16,-0.0,3.06,1.02,7.14,88.78,32.65,37.76,29.59,157,14-04-2021 02:04 AM,Kolar,581,02,0.01,levelCode=581&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,647,317.0,330,0.0,0.0098,0.0005,0.0011,0.0011,80.3,19.7,0.0,0.51,0.0,22.45,77.04,9.18,40.82,50.0,849,14-04-2021 02:04 AM,Koppal,560,02,0.0,levelCode=560&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,2,0.0,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,201,14-04-2021 02:04 AM,Mandya,573,02,0.0,levelCode=573&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,5,5.0,0,0.0,1e-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,80.0,195,14-04-2021 02:04 AM,Mysuru,596517,02,0.0,levelCode=596517&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,198,191.0,7,0.0,0.0026,1e-04,0.0003,0.0003,82.32,17.68,0.0,3.05,8.12,17.77,71.06,6.06,21.21,72.73,262,14-04-2021 02:04 AM,Raichur,559,02,0.0,levelCode=559&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,479,179.0,300,0.0,0.0023,1e-04,0.0002,0.0002,77.78,22.22,0.0,1.02,0.0,18.37,80.61,25.51,63.27,11.22,129,14-04-2021 02:04 AM,Ramanagara,584,02,0.0,levelCode=584&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,11571,11230.0,341,0.01,0.0737,0.0037,0.0103,0.0103,82.83,17.17,0.0,1.02,0.0,14.29,84.69,35.35,43.43,21.22,564,14-04-2021 02:04 AM,Shivamogga,596520,02,0.02,levelCode=596520&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,16465,10306.0,6159,0.01,0.1129,0.0056,0.0095,0.0095,78.79,21.21,-0.0,1.03,1.03,15.46,82.48,31.31,44.44,24.25,889,14-04-2021 02:04 AM,Tumakuru,596521,02,0.02,levelCode=596521&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,2981,2977.0,4,0.0,0.0108,0.0005,0.0019,0.0019,63.64,36.36,0.0,0.0,1.03,19.59,79.38,37.37,52.53,10.1,300,14-04-2021 02:04 AM,Udupi,569,02,0.0,levelCode=569&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,76998,76946.0,52,0.02,0.1941,0.0097,0.0267,0.0267,87.88,12.12,0.0,0.0,1.01,2.02,96.97,3.06,91.84,5.1,319,14-04-2021 02:04 AM,UttarKannada,596523,02,0.06,levelCode=596523&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,8207,3783.0,4424,0.01,0.1872,0.0097,0.0188,0.0188,87.88,12.12,0.0,3.61,0.0,24.74,71.65,12.63,39.9,47.47,594,14-04-2021 02:04 AM,Vijayapura,596524,02,0.05,levelCode=596524&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KARNATAKA,102,98.0,4,0.0,0.0011,1e-04,1e-04,1e-04,90.91,9.09,0.0,5.1,6.12,29.59,59.19,5.05,8.08,86.87,44,14-04-2021 02:04 AM,YADGIRI,596525,02,0.0,levelCode=596525&levelNo=3&stateCode=29&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,124,134.0,0,0.08,34.81,1.72,0.832,0.832,35.07,63.43,1.5,0.0,0.0,10.45,89.55,80.6,8.21,11.19,23,11-02-2023 01:02 AM,Ernakulam,595,02,3.38,levelCode=595&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,1475,1554.0,2,1.15,522.94,21.78,3.13,3.13,83.03,16.97,0.0,2.12,0.19,27.76,69.93,15.42,51.93,32.65,43,11-02-2023 01:02 AM,Idukki,596,02,28.04,levelCode=596&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,150,184.0,0,0.04,22.74,1.13,1.52,1.52,73.37,26.63,-0.0,0.54,0.0,47.83,51.63,67.39,22.83,9.78,30,11-02-2023 01:02 AM,Kannur,589,02,4.17,levelCode=589&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,1517,1600.0,2,0.56,279.48,13.97,20.39,20.39,75.28,24.72,0.0,0.37,2.81,32.58,64.24,69.79,18.23,11.98,34,11-02-2023 01:02 AM,Kasaragod,588,02,54.75,levelCode=588&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,72,113.0,0,0.02,18.62,0.8758,0.9294,0.9294,14.16,85.84,0.0,1.77,0.0,22.12,76.11,99.12,0.0,0.88,14,11-02-2023 01:02 AM,Kollam,600,02,2.73,levelCode=600&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,22,68.0,0,0.28,97.13,4.86,1.48,1.48,92.65,7.35,-0.0,0.0,0.0,8.82,91.18,47.06,11.76,41.18,13,11-02-2023 01:02 AM,Kottayam,597,02,7.82,levelCode=597&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,16,21.0,0,0.04,22.14,1.11,1.17,1.17,90.48,9.52,-0.0,0.0,0.0,19.05,80.95,38.1,19.05,42.85,11,11-02-2023 01:02 AM,Kozhikode,591,02,3.45,levelCode=591&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
2018,Kharif,WBCIS,KERALA,29,43.0,0,0.03,25.7,1.29,0.8655,0.8655,95.35,4.65,0.0,0.0,0.0,25.58,74.42,20.93,32.56,46.51,16,11-02-2023 01:02 AM,Malappuram,592,02,3.02,levelCode=592&levelNo=3&stateCode=32&year=2018&seasonCode=01&schemeCode=02
