year,season,scheme,state,district.farmerCount,district.application.loanee,district.nonLoanee,district.areaInsured (th.ha),district.sumInsured (lac.),district.farmerShare (lac.),district.goiShare (lac.),district.stateShare (lac.),district.gender.male (%),district.gender.female (%),district.gender.transgender (%),district.category.sc (%),district.category.st (%),district.category.obc (%),district.category.gen (%),district.type.marginal (%),district.type.small (%),district.type.other (%),district.iuCount,district.updatedAt,district.districtName,district.districtCode,district.scheme,district.grossPremium (lac.),district.nextLevelParams
2018,Rabi,PMFBY,KARNATAKA,99612,3710.0,95902,0.12,0.4033,0.006,0.0346,0.0346,86.87,13.13,-0.0,0.0,0.0,12.37,87.63,12.12,34.34,53.54,284,14-04-2021 02:04 AM,Dharwad,562,04,0.08,levelCode=562&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,98255,1282.0,96973,0.14,0.464,0.007,0.0502,0.0502,91.96,8.04,0.0,1.01,0.51,7.58,90.9,32.66,19.1,48.24,429,14-04-2021 02:04 AM,Gadag,561,04,0.11,levelCode=561&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,8316,240.0,8076,0.0,0.0159,0.0002,0.0012,0.0012,78.79,21.21,-0.0,3.06,1.02,11.22,84.7,27.55,54.08,18.37,188,14-04-2021 02:04 AM,Hasan,596510,04,0.0,levelCode=596510&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,9435,1824.0,7611,0.01,0.0368,0.0006,0.0018,0.0018,91.41,8.59,0.0,1.01,1.52,9.09,88.38,13.78,41.84,44.38,335,14-04-2021 02:04 AM,Haveri,564,04,0.0,levelCode=564&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,6177,1016.0,5161,0.01,0.0286,0.0004,0.0018,0.0018,77.78,22.22,0.0,3.59,0.51,35.9,60.0,10.1,61.11,28.79,1036,14-04-2021 02:04 AM,Kalaburgi,596512,04,0.0,levelCode=596512&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3,14-04-2021 02:04 AM,Kodagu,576,04,0.0,levelCode=576&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,5095,64.0,5031,0.0,0.0048,1e-04,0.0003,0.0003,84.85,15.15,0.0,5.1,2.04,9.18,83.68,24.49,33.67,41.84,174,14-04-2021 02:04 AM,Kolar,581,04,0.0,levelCode=581&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,44607,5069.0,39538,0.06,0.2053,0.0031,0.0133,0.0133,84.85,15.15,0.0,1.53,1.53,14.29,82.65,10.66,34.52,54.82,345,14-04-2021 02:04 AM,Koppal,560,04,0.03,levelCode=560&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,7175,33.0,7142,0.0,0.0056,1e-04,0.0003,0.0003,75.76,24.24,-0.0,1.52,0.0,21.32,77.16,19.9,70.41,9.69,350,14-04-2021 02:04 AM,Mandya,573,04,0.0,levelCode=573&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,2045,31.0,2014,0.0,0.0028,0.0,0.0002,0.0002,71.86,28.14,0.0,2.53,2.02,3.54,91.91,3.02,54.27,42.71,336,14-04-2021 02:04 AM,Mysuru,596517,04,0.0,levelCode=596517&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,42598,3182.0,39416,0.06,0.2101,0.0032,0.0148,0.0148,85.35,14.65,0.0,3.57,3.57,29.59,63.27,15.15,34.34,50.51,715,14-04-2021 02:04 AM,Raichur,559,04,0.03,levelCode=559&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,811,28.0,783,0.0,0.0008,0.0,0.0,0.0,88.44,11.56,0.0,3.54,0.51,9.09,86.86,17.68,75.76,6.56,72,14-04-2021 02:04 AM,Ramanagara,584,04,0.0,levelCode=584&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,742,236.0,506,0.0,0.002,0.0,1e-04,1e-04,81.31,18.69,-0.0,2.03,0.51,3.55,93.91,26.53,37.76,35.71,112,14-04-2021 02:04 AM,Shivamogga,596520,04,0.0,levelCode=596520&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,61,6.0,55,0.0,0.0002,0.0,0.0,0.0,80.81,19.19,-0.0,0.0,3.03,47.47,49.5,24.49,56.12,19.39,72,14-04-2021 02:04 AM,Tumakuru,596521,04,0.0,levelCode=596521&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,5,5.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,92,14-04-2021 02:04 AM,Udupi,569,04,0.0,levelCode=569&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,105,95.0,10,0.0,1e-04,0.0,0.0,0.0,91.92,8.08,-0.0,0.0,0.0,0.0,100.0,4.08,90.82,5.1,27,14-04-2021 02:04 AM,UttarKannada,596523,04,0.0,levelCode=596523&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,75905,4938.0,70967,0.12,0.3854,0.0059,0.0189,0.0189,82.83,17.17,0.0,2.54,0.0,19.29,78.17,8.12,50.25,41.63,719,14-04-2021 02:04 AM,Vijayapura,596524,04,0.04,levelCode=596524&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KARNATAKA,4021,1663.0,2358,0.01,0.0337,0.0005,0.0006,0.0006,90.4,9.6,-0.0,5.13,2.56,14.36,77.95,11.73,21.43,66.84,400,14-04-2021 02:04 AM,YADGIRI,596525,04,0.0,levelCode=596525&levelNo=3&stateCode=29&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,5044,5869.0,19,7.11,5716.53,86.48,92.1,92.1,59.46,39.45,1.09,0.44,0.02,15.51,84.03,36.55,58.81,4.64,61,11-02-2023 01:02 AM,Alappuzha,598,04,270.68,levelCode=598&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,622,632.0,4,0.09,252.48,7.55,0.0,0.0,40.72,51.42,7.86,0.16,0.0,8.81,91.03,42.92,22.33,34.75,45,11-02-2023 01:02 AM,Ernakulam,595,04,7.55,levelCode=595&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,177,181.0,0,0.02,71.92,2.16,0.0,0.0,16.02,63.54,20.44,0.0,0.0,1.1,98.9,15.47,83.98,0.55,18,11-02-2023 01:02 AM,Idukki,596,04,2.16,levelCode=596&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,51,54.0,0,0.02,69.0,2.07,0.0,0.0,75.93,22.22,1.85,0.0,0.0,57.41,42.59,35.19,37.04,27.77,18,11-02-2023 01:02 AM,Kannur,589,04,2.07,levelCode=589&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,32,35.0,0,0.01,42.46,1.27,0.0,0.0,82.86,17.14,0.0,0.0,0.0,22.86,77.14,54.29,20.0,25.71,15,11-02-2023 01:02 AM,Kasaragod,588,04,1.27,levelCode=588&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,222,216.0,12,0.03,95.0,2.61,0.0,0.0,54.82,44.74,0.44,1.75,1.32,48.25,48.68,46.93,49.56,3.51,31,11-02-2023 01:02 AM,Kollam,600,04,2.61,levelCode=600&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,646,742.0,27,0.49,427.06,6.97,2.85,2.85,70.09,29.78,0.13,1.04,0.0,10.4,88.56,34.2,64.37,1.43,47,11-02-2023 01:02 AM,Kottayam,597,04,12.67,levelCode=597&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,29,31.0,0,0.02,55.42,1.66,0.0,0.0,83.87,16.13,-0.0,0.0,0.0,35.48,64.52,38.71,22.58,38.71,15,11-02-2023 01:02 AM,Kozhikode,591,04,1.66,levelCode=591&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,54,56.0,0,0.05,148.79,4.46,0.0,0.0,83.93,14.29,1.78,0.0,0.0,30.36,69.64,57.14,7.14,35.72,30,11-02-2023 01:02 AM,Malappuram,592,04,4.46,levelCode=592&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,365,363.0,4,0.17,499.69,17.23,0.0,0.0,71.93,28.07,-0.0,0.54,0.27,59.95,39.24,45.23,43.32,11.45,56,11-02-2023 01:02 AM,Palakkad,593,04,17.23,levelCode=593&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,129,132.0,12,0.08,68.46,1.29,0.4281,0.4281,68.06,31.94,-0.0,0.69,0.0,7.64,91.67,22.22,76.39,1.39,21,11-02-2023 01:02 AM,Pathanamthitta,599,04,2.15,levelCode=599&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,177,240.0,2,0.04,125.15,3.71,0.0,0.0,59.5,39.26,1.24,0.41,0.0,54.96,44.63,73.55,13.22,13.23,38,11-02-2023 01:02 AM,Thiruvananthapuram,601,04,3.71,levelCode=601&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,98,101.0,2,0.02,67.48,2.26,0.0,0.0,59.22,40.78,0.0,0.97,0.0,15.53,83.5,37.86,54.37,7.77,37,11-02-2023 01:02 AM,Thrissur,594,04,2.26,levelCode=594&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,KERALA,48,49.0,1,0.03,88.5,2.65,0.0,0.0,86.0,14.0,0.0,0.0,0.0,14.0,86.0,42.0,28.0,30.0,18,11-02-2023 01:02 AM,Wayanad,590,04,2.65,levelCode=590&levelNo=3&stateCode=32&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,43137,70952.0,1828,103.26,44790.13,671.85,3533.53,3533.53,88.96,10.92,0.12,8.14,1.69,56.35,33.82,22.1,42.96,34.94,238,11-02-2023 01:02 AM,Agar Malwa,913,04,7738.91,levelCode=913&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,3529,3712.0,0,6.68,2333.39,35.0,11.67,11.67,95.53,4.47,-0.0,0.51,93.1,3.56,2.83,8.14,65.81,26.05,94,11-02-2023 01:02 AM,Alirajpur,465,04,58.34,levelCode=465&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,616,628.0,2,1.2,287.85,4.32,6.47,6.47,84.6,15.4,0.0,3.17,28.41,40.32,28.1,15.71,64.6,19.69,19,11-02-2023 01:02 AM,Anuppur,461,04,17.26,levelCode=461&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,32399,46235.0,83,112.6,38604.93,579.07,561.28,561.28,94.2,5.64,0.16,10.96,1.7,59.02,28.32,18.29,39.29,42.42,330,11-02-2023 01:02 AM,Ashoknagar,459,04,1701.63,levelCode=459&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,1198,1223.0,0,1.65,386.27,5.79,5.57,5.57,85.61,14.39,0.0,3.19,13.0,75.14,8.67,7.77,80.05,12.18,49,11-02-2023 01:02 AM,Balaghat,457,04,16.93,levelCode=457&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,17497,17977.0,2,21.69,7590.96,113.86,37.95,37.95,90.71,9.22,0.07,2.86,59.13,27.48,10.53,20.56,55.61,23.83,244,11-02-2023 01:02 AM,Barwani,441,04,189.76,levelCode=441&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,69290,75722.0,3840,159.27,55400.97,831.01,534.6,534.6,85.79,14.11,0.1,5.63,21.26,56.77,16.34,13.31,57.68,29.01,535,11-02-2023 01:02 AM,Betul,447,04,1900.21,levelCode=447&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,19772,22494.0,3,50.82,13775.87,206.64,419.73,419.73,93.95,5.9,0.15,4.69,0.51,28.43,66.37,19.5,46.47,34.03,443,11-02-2023 01:02 AM,Bhind,420,04,1046.1,levelCode=420&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,46485,49001.0,80,113.89,45517.08,682.76,568.6,568.6,88.85,10.97,0.18,5.64,1.63,58.84,33.89,17.82,50.48,31.7,205,11-02-2023 01:02 AM,Bhopal,444,04,1819.96,levelCode=444&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,722,825.0,17,1.16,390.49,5.86,1.95,1.95,78.98,20.78,0.24,6.29,51.19,34.68,7.84,5.82,79.22,14.96,48,11-02-2023 01:02 AM,Burhanpur,467,04,9.76,levelCode=467&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,33510,35822.0,135,61.11,19633.8,294.51,84.83,84.83,89.43,10.45,0.12,12.89,1.92,52.62,32.57,21.03,55.15,23.82,508,11-02-2023 01:02 AM,Chhatarpur,425,04,464.17,levelCode=425&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,36021,38069.0,363,57.35,17108.91,256.63,162.4,162.4,83.95,15.91,0.14,5.73,16.21,57.74,20.32,15.61,58.17,26.22,564,11-02-2023 01:02 AM,Chhindwara,455,04,581.43,levelCode=455&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,42138,52528.0,68,111.59,35689.99,535.35,638.68,638.68,85.99,13.75,0.26,4.74,3.6,69.68,21.98,21.83,46.07,32.1,461,11-02-2023 01:02 AM,Damoh,428,04,1812.71,levelCode=428&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,28841,29631.0,188,71.86,18883.33,283.25,210.65,210.65,94.61,5.14,0.25,10.22,4.3,64.82,20.66,26.42,40.42,33.16,295,11-02-2023 01:02 AM,Datia,422,04,704.55,levelCode=422&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,155647,246745.0,23742,361.86,109086.44,1636.3,5175.25,5175.25,88.22,11.64,0.14,5.65,6.15,55.39,32.81,16.52,53.68,29.8,515,11-02-2023 01:02 AM,Dewas,437,04,11986.8,levelCode=437&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,96577,137250.0,7484,241.31,80332.48,1204.99,463.53,463.53,85.95,13.94,0.11,3.36,18.77,43.2,34.67,14.19,54.04,31.77,627,11-02-2023 01:02 AM,Dhar,438,04,2132.05,levelCode=438&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,4099,2302.0,1980,4.57,897.95,13.47,5.13,5.13,83.33,16.67,0.0,7.85,51.24,37.13,3.78,10.53,80.15,9.32,234,11-02-2023 01:02 AM,Dindori,453,04,23.73,levelCode=453&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,40182,50634.0,532,122.14,53565.89,803.49,974.77,974.77,93.2,6.59,0.21,6.19,3.82,66.93,23.06,18.73,37.86,43.41,434,11-02-2023 01:02 AM,Guna,458,04,2753.03,levelCode=458&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,11708,12221.0,223,33.97,10095.61,151.43,71.93,71.93,92.19,7.69,0.12,7.86,2.11,59.64,30.39,17.21,33.86,48.93,253,11-02-2023 01:02 AM,Gwalior,421,04,295.29,levelCode=421&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,54049,65880.0,17,177.09,70350.23,1055.25,1217.37,1217.37,86.35,13.51,0.14,6.12,5.36,59.54,28.98,12.14,37.65,50.21,199,11-02-2023 01:02 AM,Harda,448,04,3489.99,levelCode=448&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,92804,106705.0,228,261.84,104333.81,1565.01,1805.05,1805.05,88.0,11.85,0.15,4.84,5.01,54.51,35.64,14.75,42.85,42.4,420,11-02-2023 01:02 AM,Hoshangabad,449,04,5175.11,levelCode=449&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,66990,83555.0,6308,163.57,81786.1,1226.79,1160.9,1160.9,82.07,17.74,0.19,4.6,2.26,65.44,27.7,17.84,51.71,30.45,307,11-02-2023 01:02 AM,Indore,439,04,3548.59,levelCode=439&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,28750,33137.0,7,64.06,22491.11,337.37,155.67,155.67,87.93,11.93,0.14,3.81,6.8,61.08,28.31,14.6,60.03,25.37,484,11-02-2023 01:02 AM,Jabalpur,451,04,648.71,levelCode=451&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,6606,6664.0,200,9.82,3436.01,51.54,17.16,17.16,91.07,8.89,0.04,1.62,64.51,23.76,10.11,10.13,76.12,13.75,141,11-02-2023 01:02 AM,Jhabua,464,04,85.86,levelCode=464&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,16908,19896.0,11,38.53,13727.59,205.91,77.0,77.0,89.12,10.8,0.08,4.48,6.17,57.99,31.36,15.33,54.16,30.51,405,11-02-2023 01:02 AM,Katni,450,04,359.91,levelCode=450&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,57749,61767.0,181,105.22,44021.68,660.33,108.99,108.99,85.01,14.88,0.11,5.34,14.94,48.85,30.87,12.89,57.88,29.23,409,11-02-2023 01:02 AM,Khandwa (East Nimar),466,04,878.31,levelCode=466&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,97452,106725.0,1433,86.76,30365.37,455.48,151.83,151.83,84.56,15.34,0.1,3.79,17.02,60.71,18.48,25.72,50.56,23.72,524,11-02-2023 01:02 AM,Khargone (West Nimar),440,04,759.14,levelCode=440&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,6079,5167.0,1173,9.39,2197.31,32.96,30.24,30.24,81.8,18.19,0.01,6.39,36.47,47.89,9.25,10.96,73.44,15.6,115,11-02-2023 01:02 AM,Mandla,454,04,93.44,levelCode=454&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,52862,71751.0,2685,106.42,54865.26,822.98,1447.86,1447.86,87.86,12.04,0.1,8.06,2.31,60.79,28.84,11.78,52.19,36.03,438,11-02-2023 01:02 AM,Mandsaur,433,04,3718.7,levelCode=433&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,19614,27733.0,974,33.74,12666.29,189.99,210.79,210.79,95.29,4.56,0.15,5.56,0.64,40.0,53.8,11.98,65.25,22.77,488,11-02-2023 01:02 AM,Morena,419,04,611.57,levelCode=419&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,49577,74175.0,44,116.92,32175.06,482.63,650.96,650.96,88.43,11.37,0.2,6.06,6.15,62.12,25.67,15.96,46.1,37.94,457,11-02-2023 01:02 AM,Narsimhapur,452,04,1784.55,levelCode=452&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,33876,42090.0,1,56.9,29171.23,437.57,397.54,397.54,84.74,15.09,0.17,6.68,2.34,66.35,24.63,11.29,62.02,26.69,220,11-02-2023 01:02 AM,Neemuch,432,04,1232.65,levelCode=432&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,17973,19363.0,531,41.0,13670.34,205.05,301.38,301.38,90.6,9.31,0.09,7.26,1.62,43.46,47.66,22.45,47.35,30.2,344,11-02-2023 01:02 AM,Panna,426,04,807.81,levelCode=426&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,89239,126952.0,45,287.68,88958.65,1334.38,1459.9,1459.9,91.03,8.7,0.27,6.75,5.0,54.77,33.48,16.63,32.97,50.4,505,11-02-2023 01:02 AM,Raisen,446,04,4254.18,levelCode=446&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,161716,245227.0,820,409.56,154255.14,2313.83,5018.74,5018.74,91.84,7.96,0.2,5.54,1.71,67.1,25.65,18.05,48.6,33.35,636,11-02-2023 01:02 AM,Rajgarh,442,04,12351.31,levelCode=442&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,72311,112675.0,4673,137.81,66501.25,997.52,2406.69,2406.69,85.24,14.65,0.11,7.64,6.46,48.27,37.63,9.18,54.57,36.25,375,11-02-2023 01:02 AM,Ratlam,434,04,5810.9,levelCode=434&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,30077,32084.0,2002,58.71,16660.47,249.91,114.56,114.56,92.67,7.23,0.1,1.32,0.8,29.21,68.67,14.23,66.21,19.56,463,11-02-2023 01:02 AM,Rewa,430,04,479.03,levelCode=430&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,116070,146363.0,278,306.47,88306.59,1324.6,1377.58,1377.58,90.69,9.17,0.14,7.07,2.43,65.96,24.54,15.89,46.72,37.39,771,11-02-2023 01:02 AM,Sagar,427,04,4079.76,levelCode=427&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,39451,41726.0,4547,67.69,26692.45,400.39,350.86,350.86,91.14,8.79,0.07,6.72,2.66,34.78,55.84,18.65,57.5,23.85,689,11-02-2023 01:02 AM,Satna,429,04,1102.11,levelCode=429&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,159354,220449.0,542,403.13,155395.92,2330.94,6663.2,6663.2,88.68,11.18,0.14,6.39,3.48,54.25,35.88,21.08,50.81,28.11,507,11-02-2023 01:02 AM,Sehore,445,04,15657.34,levelCode=445&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,41592,46504.0,260,113.53,27707.36,415.61,180.1,180.1,86.77,12.97,0.26,7.07,14.36,51.77,26.8,22.59,47.62,29.79,494,11-02-2023 01:02 AM,Seoni,456,04,775.81,levelCode=456&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,5527,5588.0,158,10.11,2829.9,42.45,14.13,14.13,91.09,8.82,0.09,3.27,15.49,44.24,37.0,13.99,65.18,20.83,98,11-02-2023 01:02 AM,Shahdol,460,04,70.71,levelCode=460&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,96373,178625.0,746,228.54,97655.92,1464.84,4429.7,4429.7,90.47,9.34,0.19,4.77,1.57,62.08,31.58,13.15,54.75,32.1,256,11-02-2023 01:02 AM,Shajapur,436,04,10324.24,levelCode=436&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,15891,18650.0,51,44.07,17896.38,268.44,154.35,154.35,94.04,5.44,0.52,7.73,2.97,75.55,13.75,21.58,35.7,42.72,204,11-02-2023 01:02 AM,Sheopur,418,04,577.14,levelCode=418&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,38582,45081.0,59,110.18,36973.41,554.6,292.37,292.37,91.79,7.97,0.24,7.2,1.36,72.73,18.71,19.66,41.26,39.08,581,11-02-2023 01:02 AM,Shivpuri,423,04,1139.34,levelCode=423&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,5137,4758.0,494,7.95,3294.05,49.41,10.76,10.76,92.46,7.48,0.06,1.39,6.11,30.81,61.69,33.24,56.84,9.92,323,11-02-2023 01:02 AM,Sidhi,462,04,70.93,levelCode=462&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,4425,1306.0,3348,2.45,945.12,14.18,0.3576,0.3576,93.75,6.19,0.06,7.22,24.11,54.6,14.07,12.12,79.61,8.27,140,11-02-2023 01:02 AM,Singrauli,463,04,14.9,levelCode=463&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,24183,24940.0,20,40.5,10926.98,163.9,136.3,136.3,89.8,10.07,0.13,12.41,1.37,65.4,20.82,15.71,66.77,17.52,435,11-02-2023 01:02 AM,Tikamgarh,424,04,436.5,levelCode=424&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,199663,241336.0,93339,464.51,218205.98,3273.09,11317.67,11317.67,83.99,15.86,0.15,10.88,2.88,45.68,40.56,12.5,51.59,35.91,631,11-02-2023 01:02 AM,Ujjain,435,04,25908.43,levelCode=435&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
2018,Rabi,PMFBY,MADHYA PRADESH,7637,8151.0,84,15.13,4142.27,62.13,22.95,22.95,90.66,9.29,0.05,8.15,18.28,40.46,33.11,12.85,65.78,21.37,103,11-02-2023 01:02 AM,Umaria,431,04,108.03,levelCode=431&levelNo=3&stateCode=23&year=2018&seasonCode=02&schemeCode=04
